,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_numeric,away_team_numeric,home_team_continent_numeric,away_team_continent_numeric
1284,29,19,0,0,172,76,0,0
1285,23,31,0,0,209,193,0,0
1286,110,180,0,0,87,115,1,1
1287,166,66,0,0,150,41,1,1
1288,172,125,0,0,105,208,1,1
1290,29,31,0,0,172,193,0,0
1291,23,19,0,0,209,76,0,0
1293,110,66,0,0,87,41,1,1
1294,180,166,0,0,115,150,1,1
1295,43,125,0,0,161,208,1,1
1297,53,70,0,0,90,169,2,2
1298,89,5,0,0,121,157,2,2
1301,53,5,0,0,90,157,2,2
1302,89,70,0,0,121,169,2,2
1303,72,50,0,0,188,70,1,2
1306,89,53,0,0,121,90,2,2
1308,5,70,0,0,157,169,2,2
1315,72,50,0,0,188,70,1,2
1317,30,35,0,0,97,151,1,2
1322,30,12,0,0,97,181,1,2
1332,112,133,0,0,118,92,1,1
1335,133,94,0,0,92,91,1,1
1338,112,94,0,0,118,91,1,1
1341,158,138,0,0,57,7,3,3
1342,136,86,0,0,195,104,1,1
1347,158,118,0,0,57,177,3,3
1348,81,62,0,0,201,102,1,1
1349,22,26,0,0,60,129,0,0
1351,86,136,0,0,104,195,1,1
1352,81,22,0,0,201,60,1,0
1353,62,26,0,0,102,129,1,0
1354,159,173,0,0,58,10,3,3
1355,22,62,0,0,60,102,0,1
1358,81,26,0,0,201,129,1,0
1375,165,142,0,0,84,79,5,3
1376,138,158,0,0,7,57,3,3
1377,173,159,0,0,10,58,3,3
1378,130,58,0,0,180,96,5,3
1379,142,165,0,0,79,84,3,5
1385,58,130,0,0,96,180,3,5
1387,118,158,0,0,177,57,3,3
1388,8,36,0,0,8,24,5,5
1390,9,67,0,0,43,148,5,5
1393,41,78,0,0,59,149,5,5
1396,45,58,0,0,78,169,2,2
1398,51,121,0,0,96,17,3,3
1399,86,159,0,0,140,112,2,2
1407,116,35,0,0,205,202,5,5
1408,138,92,0,0,37,50,3,3
1409,155,136,0,0,85,58,3,3
1411,121,51,0,0,17,96,3,3
1412,155,136,0,0,85,58,3,3
1413,135,156,0,0,180,84,5,5
1419,156,135,0,0,84,180,5,5
1420,173,111,0,0,137,81,3,3
1421,148,126,0,0,176,177,3,3
1423,166,99,0,0,186,203,1,1
1425,111,173,0,0,81,137,3,3
1427,158,174,0,0,185,170,4,4
1429,138,92,0,0,37,50,3,3
1430,155,125,0,0,85,79,3,3
1431,98,131,0,0,108,195,1,1
1434,138,92,0,0,37,50,3,3
1435,140,121,0,0,57,17,3,3
1440,125,155,0,0,79,85,3,3
1442,121,140,0,0,17,57,3,3
1444,126,148,0,0,177,176,3,3
1450,49,47,0,0,192,96,5,3
1451,80,83,0,0,50,178,3,3
1458,47,138,0,0,96,176,3,3
1460,49,135,0,0,192,180,5,5
1462,132,92,0,0,195,108,1,1
1467,135,47,0,0,180,96,5,3
1468,49,138,0,0,192,176,5,3
1471,80,142,0,0,50,85,3,3
1476,26,12,0,0,97,124,1,3
1480,138,135,0,0,176,180,3,5
1481,91,110,0,0,122,31,0,0
1482,121,89,0,0,73,110,0,0
1484,122,79,0,0,83,82,0,0
1486,52,84,0,0,90,140,2,2
1487,113,20,0,0,117,172,0,0
1488,126,76,0,0,132,130,0,0
1491,94,15,0,0,179,209,0,0
1492,4,88,0,0,181,18,2,2
1494,86,85,0,0,199,5,0,0
1495,176,133,0,0,20,146,3,3
1497,151,53,0,0,32,166,0,0
1498,125,23,0,0,45,54,0,0
1500,38,8,0,0,59,8,5,5
1503,104,46,0,0,100,2,0,0
1504,143,69,0,0,116,210,0,0
1505,19,130,0,0,142,13,2,2
1506,77,9,0,0,149,43,5,5
1508,173,22,0,0,158,193,0,0
1509,155,72,0,0,160,207,2,2
1510,154,48,0,0,66,72,0,0
1511,109,58,0,0,190,163,0,0
1512,32,62,0,0,202,148,5,5
1513,119,29,0,0,205,40,5,5
1514,80,135,0,0,50,180,3,5
1521,49,80,0,0,192,50,5,3
1522,24,21,0,0,62,182,2,2
1523,12,37,0,0,124,24,3,5
1524,78,17,0,0,187,76,0,0
1525,11,18,0,0,55,152,2,2
1526,2,10,0,0,75,53,2,2
1528,92,70,0,0,108,104,1,1
1530,133,176,0,0,146,20,3,3
1531,6,28,0,0,174,30,2,2
1532,14,44,0,0,198,155,3,2
1533,80,142,0,0,50,85,3,3
1534,122,146,0,0,89,133,1,1
1535,13,31,0,0,134,162,2,2
1536,16,5,0,0,156,71,2,2
1537,144,106,0,0,175,143,1,1
1538,7,3,0,0,95,157,2,2
1539,30,27,0,0,194,49,2,2
1540,122,144,0,0,89,175,1,1
1541,12,44,0,0,124,155,3,2
1542,146,106,0,0,133,143,1,1
1544,14,37,0,0,198,24,3,5
1546,28,16,0,0,30,156,2,2
1547,21,13,0,0,182,134,2,2
1548,46,104,0,0,2,100,0,0
1549,10,7,0,0,53,95,2,2
1550,122,106,0,0,89,143,1,1
1551,166,81,0,0,99,154,2,1
1552,18,30,0,0,152,194,2,2
1553,144,146,0,0,175,133,1,1
1554,37,44,0,0,24,155,5,2
1555,116,49,0,0,58,192,3,5
1556,24,31,0,0,62,162,2,2
1557,5,6,0,0,71,174,2,2
1558,58,109,0,0,163,190,0,0
1559,20,113,0,0,172,117,0,0
1560,85,86,0,0,5,199,0,0
1561,110,91,0,0,31,122,0,0
1562,27,11,0,0,49,55,2,2
1563,48,154,0,0,72,66,0,0
1564,79,122,0,0,82,83,0,0
1565,23,125,0,0,54,45,0,0
1566,76,126,0,0,130,132,0,0
1567,3,2,0,0,157,75,2,2
1568,53,151,0,0,166,32,0,0
1569,22,173,0,0,193,158,0,0
1570,14,12,0,0,198,124,3,3
1571,15,94,0,0,209,179,0,0
1572,69,143,0,0,210,116,0,0
1573,17,78,0,0,76,187,0,0
1574,106,146,0,0,143,133,1,1
1575,144,122,0,0,175,89,1,1
1576,24,13,0,0,62,134,2,2
1577,5,28,0,0,71,30,2,2
1578,16,6,0,0,156,174,2,2
1579,31,21,0,0,162,182,2,2
1580,27,18,0,0,49,152,2,2
1581,7,2,0,0,95,75,2,2
1582,146,122,0,0,133,89,1,1
1583,106,144,0,0,143,175,1,1
1584,3,10,0,0,157,53,2,2
1585,30,11,0,0,194,55,2,2
1586,102,156,0,0,203,186,1,1
1587,70,92,0,0,104,108,1,1
1589,146,144,0,0,133,175,1,1
1590,106,122,0,0,143,89,1,1
1591,145,166,0,0,183,99,1,2
1592,24,6,0,0,62,174,2,2
1593,5,13,0,0,71,134,2,2
1595,112,47,0,0,17,96,3,3
1596,10,18,0,0,53,152,2,2
1597,2,27,0,0,75,49,2,2
1598,89,121,0,0,110,73,0,0
1599,138,83,0,0,176,178,3,3
1600,49,116,0,0,192,58,5,3
1602,24,2,0,0,62,75,2,2
1603,5,10,0,0,71,53,2,2
1604,100,98,0,0,131,167,1,1
1605,61,167,0,0,188,119,1,0
1607,81,145,0,0,154,183,1,1
1608,167,98,0,0,119,167,0,1
1609,61,100,0,0,188,131,1,1
1610,10,2,0,0,53,75,2,2
1612,142,80,0,0,85,50,3,3
1613,47,112,0,0,96,17,3,3
1614,83,138,0,0,178,176,3,3
1615,100,167,0,0,131,119,1,0
1616,61,98,0,0,188,167,1,1
1617,168,61,0,0,119,188,0,1
1618,99,111,0,0,167,131,1,1
1619,86,157,0,0,154,99,1,2
1620,29,32,0,0,40,59,5,5
1622,36,125,0,0,24,205,5,5
1623,111,61,0,0,131,188,1,1
1624,12,38,0,0,43,202,5,5
1625,124,77,0,0,65,107,2,2
1626,78,15,0,0,149,8,5,5
1627,99,168,0,0,167,119,1,0
1628,77,65,0,0,107,113,2,2
1630,111,168,0,0,131,119,1,0
1631,124,65,0,0,65,113,2,2
1632,99,61,0,0,167,188,1,1
1634,157,142,0,0,99,183,2,1
1636,142,86,0,0,183,154,1,1
1646,130,180,0,0,206,42,1,1
1648,165,95,0,0,21,122,0,0
1650,53,180,0,0,102,42,1,1
1651,152,167,0,0,98,144,1,1
1652,163,109,0,0,26,132,0,0
1653,103,97,0,0,45,190,0,0
1655,139,167,0,0,93,144,1,1
1656,154,178,0,0,123,165,0,0
1657,90,106,0,0,199,67,0,0
1658,130,53,0,0,206,102,1,1
1659,152,139,0,0,98,93,1,1
1680,178,154,0,0,165,123,0,0
1681,106,90,0,0,67,199,0,0
1684,109,163,0,0,132,26,0,0
1685,97,103,0,0,190,45,0,0
1691,88,106,0,0,36,146,3,3
1693,100,154,0,0,122,21,0,0
1695,122,12,0,0,9,152,2,2
1696,42,36,0,0,12,162,2,2
1697,133,31,0,0,13,182,2,2
1698,92,112,0,0,18,65,2,2
1699,43,29,0,0,19,194,2,2
1700,137,38,0,0,68,168,2,2
1702,160,37,0,0,112,155,2,2
1704,63,73,0,0,141,200,2,2
1706,18,57,0,0,156,113,2,2
1707,71,160,0,0,207,160,2,2
1708,24,46,0,0,8,148,5,5
1709,35,66,0,0,24,149,5,5
1710,11,21,0,0,43,40,5,5
1711,32,118,0,0,59,205,5,5
1712,30,172,0,0,78,25,2,2
1713,81,68,0,0,88,70,2,2
1714,52,17,0,0,94,30,2,2
1715,69,9,0,0,107,181,2,2
1716,115,13,0,0,125,62,2,2
1718,8,82,0,0,157,52,2,2
1719,89,108,0,0,167,118,1,1
1720,57,10,0,0,169,55,2,2
1721,33,85,0,0,192,48,5,3
1722,182,110,0,0,34,206,1,1
1723,156,131,0,0,106,92,1,1
1724,170,50,0,0,150,188,1,1
1726,137,7,0,0,68,174,2,2
1728,108,170,0,0,118,150,1,1
1730,89,174,0,0,167,29,1,1
1731,99,182,0,0,131,34,1,1
1732,156,110,0,0,106,206,1,1
1734,89,170,0,0,167,150,1,1
1735,50,174,0,0,188,29,1,1
1736,99,110,0,0,131,206,1,1
1737,131,182,0,0,92,34,1,1
1738,174,170,0,0,29,150,1,1
1739,76,51,0,0,61,50,3,3
1740,50,108,0,0,188,118,1,1
1741,131,99,0,0,92,131,1,1
1742,156,182,0,0,106,34,1,1
1743,174,108,0,0,29,118,1,1
1744,89,50,0,0,167,188,1,1
1746,156,99,0,0,106,131,1,1
1747,110,131,0,0,206,92,1,1
1748,108,131,0,0,118,92,1,1
1749,50,110,0,0,188,206,1,1
1750,61,19,0,0,11,76,4,0
1751,16,97,0,0,172,100,0,0
1752,131,110,0,0,92,206,1,1
1753,39,48,0,0,96,86,3,3
1755,50,108,0,0,188,118,1,1
1757,4,120,0,0,53,121,2,2
1758,19,97,0,0,76,100,0,0
1760,177,181,0,0,170,204,4,4
1761,16,61,0,0,172,11,0,4
1763,79,136,0,0,154,175,1,1
1764,61,97,0,0,11,100,4,0
1765,48,14,0,0,86,124,3,3
1766,116,170,0,0,91,150,1,1
1767,16,19,0,0,172,76,0,0
1769,106,51,0,0,146,50,3,3
1771,38,120,0,0,168,121,2,2
1773,79,170,0,0,154,150,1,1
1774,136,116,0,0,175,91,1,1
1781,165,137,0,0,150,175,1,1
1782,84,117,0,0,154,91,1,1
1792,115,88,0,0,65,18,2,2
1793,75,39,0,0,107,162,2,2
1794,58,54,0,0,113,90,2,2
1795,119,6,0,0,125,95,2,2
1796,65,114,0,0,141,9,2,2
1798,86,76,0,0,190,187,0,0
1799,69,14,0,0,200,152,2,2
1800,68,7,0,0,207,134,2,2
1801,44,29,0,0,2,54,0,0
1802,151,81,0,0,21,120,0,0
1803,180,90,0,0,38,82,0,0
1804,100,64,0,0,67,163,0,0
1805,71,35,0,0,70,182,2,2
1806,48,47,0,0,72,35,0,0
1807,19,77,0,0,76,5,0,0
1808,146,89,0,0,123,117,0,0
1809,105,72,0,0,146,61,3,3
1810,85,67,0,0,179,210,0,0
1811,34,113,0,0,192,81,5,3
1812,24,61,0,0,193,166,0,0
1813,16,83,0,0,209,130,0,0
1815,173,25,0,0,25,49,2,2
1817,124,21,0,0,114,30,2,2
1818,53,36,0,0,202,24,5,5
1819,111,14,0,0,1,152,2,2
1820,114,2,0,0,9,75,2,2
1821,88,75,0,0,18,107,2,2
1823,4,10,0,0,53,174,2,2
1824,9,30,0,0,55,78,2,2
1825,31,11,0,0,59,43,5,5
1826,12,56,0,0,62,151,2,2
1828,54,15,0,0,90,156,2,2
1829,32,94,0,0,155,140,2,2
1830,49,5,0,0,94,157,2,2
1831,6,92,0,0,95,74,2,2
1833,58,163,0,0,113,112,2,2
1834,23,74,0,0,142,88,2,2
1835,45,26,0,0,148,40,5,5
1836,162,37,0,0,160,19,2,2
1838,8,46,0,0,181,12,2,2
1839,118,22,0,0,205,8,5,5
1840,78,57,0,0,36,50,3,3
1841,78,57,0,0,36,50,3,3
1843,82,42,0,0,143,161,1,1
1845,80,132,0,0,104,15,1,1
1846,13,38,0,0,124,96,3,3
1848,63,84,0,0,201,154,1,1
1849,82,80,0,0,143,104,1,1
1850,63,132,0,0,201,15,1,1
1852,84,42,0,0,154,161,1,1
1854,82,84,0,0,143,154,1,1
1855,42,132,0,0,161,15,1,1
1856,80,63,0,0,104,201,1,1
1858,37,136,0,0,168,68,2,2
1859,86,40,0,0,104,161,1,1
1860,88,73,0,0,143,201,1,1
1861,124,62,0,0,15,154,1,1
1862,42,38,0,0,86,96,3,3
1863,105,56,0,0,146,36,3,3
1864,154,48,0,0,185,11,4,4
1865,73,40,0,0,201,161,1,1
1866,88,124,0,0,143,15,1,1
1867,62,86,0,0,154,104,1,1
1870,48,154,0,0,11,185,4,4
1872,56,70,0,0,36,61,3,3
1875,25,116,0,0,198,81,3,3
1877,15,42,0,0,124,86,3,3
1881,28,99,0,0,60,132,0,0
1884,114,112,0,0,1,9,2,2
1885,43,72,0,0,12,107,2,2
1887,94,12,0,0,74,62,2,2
1888,2,74,0,0,75,141,2,2
1889,156,96,0,0,112,140,2,2
1890,27,65,0,0,129,166,0,0
1891,9,75,0,0,134,207,2,2
1892,63,103,0,0,139,31,0,0
1893,13,60,0,0,152,200,2,2
1894,80,58,0,0,5,210,0,0
1895,123,78,0,0,13,88,2,2
1896,41,8,0,0,24,43,5,5
1897,110,16,0,0,45,209,0,0
1898,22,30,0,0,49,78,2,2
1899,85,52,0,0,52,94,2,2
1900,70,105,0,0,61,146,3,3
1901,49,23,0,0,72,76,0,0
1902,84,102,0,0,82,100,0,0
1903,32,67,0,0,155,90,2,2
1904,91,24,0,0,110,193,0,0
1905,122,7,0,0,114,157,2,2
1906,44,32,0,0,148,59,5,5
1907,57,106,0,0,149,205,5,5
1908,55,118,0,0,151,125,2,2
1909,29,11,0,0,162,181,2,2
1910,68,170,0,0,169,25,2,2
1911,39,18,0,0,182,142,2,2
1912,81,47,0,0,190,35,0,0
1913,35,161,0,0,194,160,2,2
1914,25,34,0,0,198,192,3,5
1915,26,50,0,0,40,202,5,5
1918,10,37,0,0,174,168,2,2
1922,79,116,0,0,48,81,3,3
1923,38,15,0,0,96,124,3,3
1924,82,95,0,0,179,199,0,0
1925,102,164,0,0,100,158,0,0
1931,86,96,0,0,187,199,0,0
1934,114,83,0,0,81,48,3,3
1937,85,86,0,0,179,187,0,0
1938,38,16,0,0,192,198,5,3
1943,96,106,0,0,199,100,0,0
1947,83,16,0,0,48,198,3,3
1948,68,63,0,0,61,50,3,3
1949,117,79,0,0,92,104,1,1
1950,69,46,0,0,201,102,1,1
1951,77,129,0,0,89,93,1,1
1953,40,57,0,0,161,188,1,1
1954,78,119,0,0,41,203,1,1
1955,22,120,0,0,97,183,1,1
1956,46,117,0,0,102,92,1,1
1957,69,79,0,0,201,104,1,1
1958,114,38,0,0,81,192,3,5
1960,40,129,0,0,161,93,1,1
1961,57,77,0,0,188,89,1,1
1962,22,119,0,0,97,203,1,1
1963,120,78,0,0,183,41,1,1
1964,79,46,0,0,104,102,1,1
1965,69,117,0,0,201,92,1,1
1966,4,58,0,0,53,139,2,0
1967,129,57,0,0,93,188,1,1
1968,27,24,0,0,129,49,0,2
1969,40,77,0,0,161,89,1,1
1970,24,4,0,0,49,53,2,2
1971,22,78,0,0,97,41,1,1
1972,27,58,0,0,129,139,0,0
1973,119,120,0,0,203,183,1,1
1974,42,10,0,0,19,134,2,2
1975,74,17,0,0,52,30,2,2
1977,89,20,0,0,140,156,2,2
1978,75,113,0,0,141,1,2,2
1979,15,2,0,0,152,75,2,2
1980,16,83,0,0,198,48,3,3
1981,82,31,0,0,207,194,2,2
1982,19,26,0,0,8,40,5,5
1983,41,39,0,0,24,148,5,5
1984,68,50,0,0,61,36,3,3
1985,55,123,0,0,94,114,2,2
1987,79,22,0,0,104,97,1,1
1988,107,63,0,0,146,50,3,3
1989,69,129,0,0,201,93,1,1
1990,54,53,0,0,202,149,5,5
1991,110,7,0,0,205,43,5,5
1992,46,77,0,0,102,89,1,1
1993,40,78,0,0,161,41,1,1
1995,122,8,0,0,121,174,2,2
1996,83,37,0,0,89,161,1,1
1997,60,62,0,0,201,104,1,1
1999,72,41,0,0,48,192,3,5
2000,105,18,0,0,81,198,3,3
2001,83,62,0,0,89,104,1,1
2002,60,37,0,0,201,161,1,1
2016,103,94,0,0,132,110,0,0
2017,84,46,0,0,166,72,0,0
2018,20,19,0,0,209,172,0,0
2019,39,33,0,0,24,59,5,5
2020,107,73,0,0,31,82,0,0
2021,56,70,0,0,35,5,0,0
2022,25,27,0,0,76,129,0,0
2023,112,63,0,0,100,139,0,0
2025,54,26,0,0,149,40,5,5
2026,23,28,0,0,193,60,0,0
2027,43,22,0,0,202,8,5,5
2028,111,38,0,0,205,148,5,5
2029,71,87,0,0,210,190,0,0
2030,18,54,0,0,198,149,3,5
2035,18,11,0,0,198,124,3,3
2039,11,54,0,0,124,149,3,5
2044,88,20,0,0,117,209,0,0
2045,56,103,0,0,35,132,0,0
2047,73,23,0,0,82,193,0,0
2048,51,143,0,0,54,21,0,0
2050,94,87,0,0,110,190,0,0
2051,67,49,0,0,120,2,0,0
2052,85,150,0,0,130,123,0,0
2054,71,25,0,0,210,76,0,0
2064,57,21,0,0,188,97,1,1
2065,7,47,0,0,157,182,2,2
2066,102,29,0,0,65,162,2,2
2068,57,17,0,0,188,181,1,2
2070,39,26,0,0,24,40,5,5
2071,4,22,0,0,43,8,5,5
2072,33,43,0,0,59,202,5,5
2073,12,10,0,0,62,95,2,2
2075,38,54,0,0,148,149,5,5
2076,8,122,0,0,174,121,2,2
2078,21,17,0,0,97,181,1,2
2079,78,82,0,0,52,107,2,2
2080,48,53,0,0,113,151,2,2
2081,78,53,0,0,52,151,2,2
2082,82,48,0,0,107,113,2,2
2083,164,171,0,0,191,170,0,4
2086,57,17,0,0,188,181,1,2
2087,78,48,0,0,52,113,2,2
2089,82,53,0,0,107,151,2,2
2094,76,92,0,0,41,167,1,1
2096,32,167,0,0,96,22,3,3
2097,96,79,0,0,118,70,1,2
2098,152,99,0,0,25,206,2,1
2099,124,44,0,0,87,102,1,1
2100,119,71,0,0,92,210,1,0
2101,143,49,0,0,21,2,0,0
2103,76,79,0,0,41,70,1,2
2104,108,28,0,0,67,60,0,0
2105,32,167,0,0,96,22,3,3
2106,96,92,0,0,118,167,1,1
2107,67,51,0,0,120,54,0,0
2108,150,20,0,0,123,209,0,0
2109,89,94,0,0,187,110,0,0
2110,71,70,0,0,210,5,0,0
2111,152,71,0,0,25,210,2,0
2112,119,99,0,0,92,206,1,1
2113,96,76,0,0,118,41,1,1
2114,92,79,0,0,167,70,1,2
2115,152,119,0,0,25,92,2,1
2119,99,71,0,0,206,210,1,0
2120,79,50,0,0,41,210,1,0
2121,97,139,0,0,118,25,1,2
2123,161,88,0,0,26,117,0,0
2124,171,164,0,0,170,191,4,0
2125,139,79,0,0,25,41,2,1
2126,30,22,0,0,96,198,3,3
2127,162,20,0,0,109,209,0,0
2128,11,48,0,0,124,36,3,3
2130,61,41,0,0,188,102,1,1
2131,160,83,0,0,66,130,0,0
2135,61,135,0,0,188,87,1,1
2142,134,93,0,0,177,178,3,3
2144,66,11,0,0,48,124,3,3
2145,97,137,0,0,118,16,1,1
2146,101,50,0,0,132,210,0,0
2147,22,48,0,0,198,36,3,3
2149,137,173,0,0,16,42,1,1
2151,97,36,0,0,118,161,1,1
2154,137,36,0,0,16,161,1,1
2155,97,173,0,0,118,42,1,1
2158,66,22,0,0,48,198,3,3
2159,152,175,0,0,133,115,1,1
2160,92,19,0,0,143,97,1,1
2161,103,182,0,0,146,20,3,3
2163,175,19,0,0,115,97,1,1
2164,92,152,0,0,143,133,1,1
2165,152,19,0,0,133,97,1,1
2166,92,175,0,0,143,115,1,1
2167,36,137,0,0,161,16,1,1
2168,118,67,0,0,1,200,2,2
2169,25,4,0,0,49,55,2,2
2170,77,8,0,0,52,157,2,2
2172,10,117,0,0,95,125,2,2
2173,9,165,0,0,134,160,2,2
2174,68,13,0,0,141,152,2,2
2175,15,154,0,0,156,112,2,2
2176,36,97,0,0,161,118,1,1
2177,27,104,0,0,162,65,2,2
2181,82,44,0,0,207,19,2,2
2182,182,103,0,0,20,146,3,3
2183,79,98,0,0,41,93,1,1
2186,135,61,0,0,87,188,1,1
2187,137,97,0,0,16,118,1,1
2188,124,52,0,0,114,94,2,2
2189,122,24,0,0,121,168,2,2
2190,36,173,0,0,161,42,1,1
2191,121,79,0,0,91,41,1,1
2192,118,2,0,0,1,75,2,2
2193,125,78,0,0,13,70,2,2
2194,111,127,0,0,17,79,3,3
2195,37,18,0,0,24,8,5,5
2196,139,40,0,0,25,78,2,2
2198,14,77,0,0,30,52,2,2
2199,25,89,0,0,49,169,2,2
2202,49,15,0,0,113,156,2,2
2203,85,39,0,0,140,155,2,2
2204,31,5,0,0,148,43,5,5
2205,45,35,0,0,149,59,5,5
2206,56,10,0,0,151,95,2,2
2207,27,34,0,0,162,12,2,2
2210,29,9,0,0,194,134,2,2
2211,67,68,0,0,200,141,2,2
2212,43,112,0,0,202,205,5,5
2213,79,38,0,0,41,76,1,0
2214,127,153,0,0,79,84,3,5
2216,64,57,0,0,139,82,0,0
2217,86,38,0,0,166,76,0,0
2218,72,70,0,0,5,190,0,0
2219,59,50,0,0,35,210,0,0
2220,48,74,0,0,36,61,3,3
2221,94,23,0,0,45,172,0,0
2222,55,28,0,0,72,129,0,0
2223,153,111,0,0,84,17,5,3
2224,121,98,0,0,91,93,1,1
2225,120,186,0,0,92,34,1,1
2226,107,99,0,0,100,31,0,0
2227,100,32,0,0,110,60,0,0
2228,101,26,0,0,132,193,0,0
2230,121,38,0,0,91,76,1,0
2231,144,64,0,0,98,201,1,1
2232,121,85,0,0,91,93,1,1
2233,111,68,0,0,15,201,1,1
2234,121,60,0,0,91,41,1,1
2236,86,79,0,0,117,130,0,0
2238,115,151,0,0,92,208,1,1
2239,93,101,0,0,108,167,1,1
2240,12,37,0,0,124,96,3,3
2241,111,141,0,0,15,98,1,1
2242,102,57,0,0,81,48,3,3
2243,50,104,0,0,86,146,3,3
2245,57,181,0,0,48,137,3,3
2246,50,77,0,0,86,61,3,3
2247,22,86,0,0,209,117,0,0
2248,141,111,0,0,98,15,1,1
2249,186,151,0,0,34,208,1,1
2251,77,104,0,0,61,146,3,3
2252,102,181,0,0,81,137,3,3
2253,21,12,0,0,198,124,3,3
2256,68,111,0,0,201,15,1,1
2258,102,77,0,0,81,61,3,3
2259,50,57,0,0,86,48,3,3
2260,57,77,0,0,48,61,3,3
2261,102,50,0,0,81,86,3,3
2263,92,36,0,0,132,60,0,0
2264,91,38,0,0,166,129,0,0
2265,101,66,0,0,167,104,1,1
2266,68,141,0,0,201,98,1,1
2267,103,71,0,0,31,139,0,0
2268,186,115,0,0,34,92,1,1
2269,62,70,0,0,35,190,0,0
2270,55,37,0,0,36,96,3,3
2272,40,58,0,0,76,72,0,0
2273,102,57,0,0,81,48,3,3
2274,50,77,0,0,86,61,3,3
2275,105,59,0,0,100,82,0,0
2277,29,97,0,0,193,110,0,0
2278,22,98,0,0,209,45,0,0
2279,49,74,0,0,210,5,0,0
2280,26,109,0,0,40,205,5,5
2282,19,35,0,0,8,59,5,5
2283,110,63,0,0,9,141,2,2
2284,47,96,0,0,12,65,2,2
2286,8,45,0,0,43,149,5,5
2287,5,83,0,0,55,169,2,2
2288,14,100,0,0,62,74,2,2
2289,2,48,0,0,75,200,2,2
2290,29,28,0,0,78,49,2,2
2291,53,78,0,0,94,52,2,2
2292,7,52,0,0,95,151,2,2
2293,89,95,0,0,107,18,2,2
2294,157,54,0,0,112,113,2,2
2295,123,139,0,0,121,68,2,2
2296,18,69,0,0,142,70,2,2
2297,23,42,0,0,148,202,5,5
2298,9,41,0,0,156,155,2,2
2299,11,131,0,0,157,114,2,2
2300,164,10,0,0,160,134,2,2
2301,17,24,0,0,181,162,2,2
2302,51,72,0,0,182,88,2,2
2304,31,39,0,0,194,19,2,2
2306,172,37,0,0,10,96,3,3
2307,77,57,0,0,61,48,3,3
2308,167,106,0,0,186,206,1,1
2309,150,60,0,0,195,41,1,1
2310,48,110,0,0,200,9,2,2
2312,66,93,0,0,104,108,1,1
2313,151,112,0,0,208,203,1,1
2314,57,37,0,0,48,96,3,3
2315,158,175,0,0,99,144,2,1
2316,167,60,0,0,186,41,1,1
2317,150,106,0,0,195,206,1,1
2318,142,182,0,0,208,34,1,1
2319,101,80,0,0,65,107,2,2
2320,38,71,0,0,96,61,3,3
2321,44,158,0,0,155,112,2,2
2325,176,75,0,0,144,93,1,1
2327,99,94,0,0,167,108,1,1
2328,148,152,0,0,195,186,1,1
2329,104,182,0,0,203,34,1,1
2330,108,60,0,0,206,41,1,1
2334,36,126,0,0,102,87,1,1
2337,19,117,0,0,129,67,0,0
2338,171,133,0,0,147,136,4,4
2339,57,13,0,0,151,62,2,2
2340,98,96,0,0,187,132,0,0
2342,52,53,0,0,36,48,3,3
2343,60,148,0,0,41,195,1,1
2344,109,104,0,0,92,203,1,1
2345,36,64,0,0,102,188,1,1
2347,108,152,0,0,206,186,1,1
2349,179,73,0,0,119,89,0,1
2350,4,1,0,0,71,27,2,5
2351,13,6,0,0,62,95,2,2
2353,173,73,0,0,105,89,1,1
2355,115,179,0,0,183,119,1,0
2358,62,99,0,0,104,167,1,1
2360,75,161,0,0,93,99,1,2
2361,173,179,0,0,105,119,1,0
2362,115,73,0,0,183,89,1,1
2363,31,166,0,0,19,160,2,2
2364,155,133,0,0,69,136,4,4
2365,4,13,0,0,71,62,2,2
2366,102,121,0,0,74,125,2,2
2367,89,76,0,0,140,90,2,2
2368,19,35,0,0,129,76,0,0
2369,61,97,0,0,139,100,0,0
2370,16,120,0,0,152,1,2,2
2371,51,2,0,0,200,75,2,2
2372,66,41,0,0,5,35,0,0
2373,21,39,0,0,8,149,5,5
2374,100,29,0,0,18,162,2,2
2375,14,130,0,0,30,114,2,2
2376,60,152,0,0,41,186,1,1
2377,3,116,0,0,55,25,2,2
2378,40,27,0,0,59,40,5,5
2379,33,24,0,0,60,193,0,0
2380,71,12,0,0,61,124,3,3
2381,101,20,0,0,65,181,2,2
2382,132,123,0,0,68,121,2,2
2383,72,122,0,0,70,13,2,2
2384,67,106,0,0,82,31,0,0
2385,74,15,0,0,88,142,2,2
2386,6,1,0,0,95,27,2,5
2387,18,28,0,0,97,49,1,2
2388,80,46,0,0,107,12,2,2
2389,92,96,0,0,110,132,0,0
2390,10,43,0,0,157,94,2,2
2391,25,23,0,0,172,209,0,0
2392,5,8,0,0,174,53,2,2
2393,77,55,0,0,190,210,0,0
2394,54,11,0,0,202,43,5,5
2395,113,32,0,0,205,24,5,5
2396,108,148,0,0,206,195,1,1
2397,73,173,0,0,89,105,1,1
2398,179,115,0,0,119,183,0,1
2399,13,1,0,0,62,27,2,5
2400,21,40,0,0,8,59,5,5
2401,34,139,0,0,11,170,4,4
2402,27,22,0,0,40,148,5,5
2403,4,6,0,0,71,95,2,2
2404,76,49,0,0,90,113,2,2
2405,73,179,0,0,89,119,1,0
